Município,Ano,Total Rebanho (Bovino)
Abaetetuba,2008,4194
Abaetetuba,2009,3438
Abaetetuba,2010,2263
Abaetetuba,2011,1527
Abaetetuba,2012,1859
Abaetetuba,2013,1858
Abaetetuba,2014,1700
Abaetetuba,2015,19086
Abaetetuba,2016,2408
Abaetetuba,2017,2800
Abaetetuba,2018,3100
Abaetetuba,2019,2800
Abaetetuba,2020,3100
Abaetetuba,2021,3500
Abaetetuba,2022,3800
Abaetetuba,2023,4500
Abel Figueiredo,2008,58328
Abel Figueiredo,2009,52498
Abel Figueiredo,2010,48198
Abel Figueiredo,2011,44422
Abel Figueiredo,2012,46000
Abel Figueiredo,2013,54531
Abel Figueiredo,2014,57517
Abel Figueiredo,2015,54195
Abel Figueiredo,2016,45934
Abel Figueiredo,2017,46364
Abel Figueiredo,2018,45025
Abel Figueiredo,2019,50371
Abel Figueiredo,2020,49300
Abel Figueiredo,2021,45670
Abel Figueiredo,2022,46200
Abel Figueiredo,2023,50800
Acará,2008,25000
Acará,2009,26000
Acará,2010,21480
Acará,2011,11689
Acará,2012,6372
Acará,2013,10085
Acará,2014,10948
Acará,2015,11982
Acará,2016,10546
Acará,2017,10740
Acará,2018,19741
Acará,2019,19700
Acará,2020,12179
Acará,2021,15184
Acará,2022,15674
Acará,2023,18099
Afuá,2008,3800
Afuá,2009,4200
Afuá,2010,4280
Afuá,2011,4350
Afuá,2012,4410
Afuá,2013,1904
Afuá,2014,2105
Afuá,2015,2364
Afuá,2016,1547
Afuá,2017,1571
Afuá,2018,1515
Afuá,2019,1639
Afuá,2020,1761
Afuá,2021,1842
Afuá,2022,1505
Afuá,2023,1482
Alenquer,2008,112400
Alenquer,2009,147352
Alenquer,2010,170396
Alenquer,2011,166052
Alenquer,2012,160908
Alenquer,2013,168444
Alenquer,2014,191140
Alenquer,2015,189902
Alenquer,2016,190903
Alenquer,2017,188400
Alenquer,2018,213741
Alenquer,2019,205369
Alenquer,2020,224431
Alenquer,2021,237509
Alenquer,2022,224431
Alenquer,2023,263592
Almeirim,2008,33108
Almeirim,2009,34763
Almeirim,2010,36501
Almeirim,2011,38326
Almeirim,2012,39475
Almeirim,2013,25312
Almeirim,2014,24124
Almeirim,2015,21853
Almeirim,2016,21100
Almeirim,2017,23414
Almeirim,2018,28110
Almeirim,2019,28672
Almeirim,2020,26092
Almeirim,2021,26966
Almeirim,2022,26092
Almeirim,2023,26966
Altamira,2008,399512
Altamira,2009,413625
Altamira,2010,555324
Altamira,2011,688901
Altamira,2012,668541
Altamira,2013,711028
Altamira,2014,687535
Altamira,2015,628481
Altamira,2016,657436
Altamira,2017,656430
Altamira,2018,707958
Altamira,2019,759451
Altamira,2020,797254
Altamira,2021,904271
Altamira,2022,1003968
Altamira,2023,1079168
Anajás,2008,700
Anajás,2009,820
Anajás,2010,858
Anajás,2011,860
Anajás,2012,910
Anajás,2013,990
Anajás,2014,1024
Anajás,2015,970
Anajás,2016,950
Anajás,2017,960
Anajás,2018,1610
Anajás,2019,1640
Anajás,2020,1560
Anajás,2021,1310
Anajás,2022,1230
Anajás,2023,1050
Ananindeua,2008,200
Ananindeua,2009,260
Ananindeua,2010,240
Ananindeua,2011,250
Ananindeua,2012,146
Ananindeua,2013,180
Ananindeua,2014,34
Ananindeua,2015,124
Ananindeua,2016,85
Ananindeua,2017,78
Ananindeua,2018,102
Ananindeua,2019,81
Ananindeua,2020,34
Ananindeua,2021,50
Ananindeua,2022,22
Ananindeua,2023,20
Anapu,2008,175384
Anapu,2009,177857
Anapu,2010,171721
Anapu,2011,175023
Anapu,2012,225093
Anapu,2013,270460
Anapu,2014,262642
Anapu,2015,251681
Anapu,2016,267860
Anapu,2017,202400
Anapu,2018,237584
Anapu,2019,283448
Anapu,2020,325932
Anapu,2021,337782
Anapu,2022,362621
Anapu,2023,375625
Augusto Corrêa,2008,3500
Augusto Corrêa,2009,2953
Augusto Corrêa,2010,3252
Augusto Corrêa,2011,3177
Augusto Corrêa,2012,3999
Augusto Corrêa,2013,4247
Augusto Corrêa,2014,3795
Augusto Corrêa,2015,3556
Augusto Corrêa,2016,3894
Augusto Corrêa,2017,4006
Augusto Corrêa,2018,3820
Augusto Corrêa,2019,3463
Augusto Corrêa,2020,3151
Augusto Corrêa,2021,3549
Augusto Corrêa,2022,3919
Augusto Corrêa,2023,4226
Aurora do Pará,2008,93884
Aurora do Pará,2009,84499
Aurora do Pará,2010,82047
Aurora do Pará,2011,82429
Aurora do Pará,2012,86450
Aurora do Pará,2013,86266
Aurora do Pará,2014,81231
Aurora do Pará,2015,80682
Aurora do Pará,2016,79862
Aurora do Pará,2017,79425
Aurora do Pará,2018,60489
Aurora do Pará,2019,69214
Aurora do Pará,2020,67493
Aurora do Pará,2021,77764
Aurora do Pará,2022,90135
Aurora do Pará,2023,90372
Aveiro,2008,35447
Aveiro,2009,37229
Aveiro,2010,37736
Aveiro,2011,37202
Aveiro,2012,31160
Aveiro,2013,43637
Aveiro,2014,42160
Aveiro,2015,45668
Aveiro,2016,47187
Aveiro,2017,50942
Aveiro,2018,50227
Aveiro,2019,52493
Aveiro,2020,55008
Aveiro,2021,64029
Aveiro,2022,55280
Aveiro,2023,65233
Bagre,2008,1560
Bagre,2009,1610
Bagre,2010,1650
Bagre,2011,1692
Bagre,2012,1744
Bagre,2013,1811
Bagre,2014,1793
Bagre,2015,1834
Bagre,2016,1612
Bagre,2017,1596
Bagre,2018,1424
Bagre,2019,1310
Bagre,2020,1100
Bagre,2021,914
Bagre,2022,820
Bagre,2023,714
Baião,2008,60514
Baião,2009,63539
Baião,2010,66715
Baião,2011,70050
Baião,2012,63241
Baião,2013,66420
Baião,2014,64870
Baião,2015,68870
Baião,2016,63570
Baião,2017,70000
Baião,2018,54197
Baião,2019,59069
Baião,2020,67407
Baião,2021,68000
Baião,2022,81976
Baião,2023,82078
Bannach,2008,142813
Bannach,2009,171387
Bannach,2010,192965
Bannach,2011,195272
Bannach,2012,211401
Bannach,2013,193334
Bannach,2014,240905
Bannach,2015,231288
Bannach,2016,240080
Bannach,2017,258244
Bannach,2018,248230
Bannach,2019,255959
Bannach,2020,301030
Bannach,2021,306881
Bannach,2022,282281
Bannach,2023,275423
Barcarena,2008,2103
Barcarena,2009,1684
Barcarena,2010,1550
Barcarena,2011,1200
Barcarena,2012,1100
Barcarena,2013,1056
Barcarena,2014,987
Barcarena,2015,1035
Barcarena,2016,986
Barcarena,2017,867
Barcarena,2018,890
Barcarena,2019,850
Barcarena,2020,800
Barcarena,2021,750
Barcarena,2022,730
Barcarena,2023,700
Belterra,2008,12200
Belterra,2009,23835
Belterra,2010,21765
Belterra,2011,20729
Belterra,2012,24136
Belterra,2013,26490
Belterra,2014,23843
Belterra,2015,23405
Belterra,2016,20842
Belterra,2017,21310
Belterra,2018,23810
Belterra,2019,22788
Belterra,2020,24507
Belterra,2021,23313
Belterra,2022,24507
Belterra,2023,21927
Belém,2008,430
Belém,2009,470
Belém,2010,485
Belém,2011,550
Belém,2012,422
Belém,2013,503
Belém,2014,173
Belém,2015,310
Belém,2016,108
Belém,2017,95
Belém,2018,118
Belém,2019,32
Belém,2020,86
Belém,2021,77
Belém,2022,86
Belém,2023,87
Benevides,2008,2100
Benevides,2009,2400
Benevides,2010,2775
Benevides,2011,2417
Benevides,2012,3188
Benevides,2013,3820
Benevides,2014,2697
Benevides,2015,2801
Benevides,2016,2973
Benevides,2017,2560
Benevides,2018,2333
Benevides,2019,2369
Benevides,2020,1825
Benevides,2021,2046
Benevides,2022,2064
Benevides,2023,2087
Bom Jesus do Tocantins,2008,184136
Bom Jesus do Tocantins,2009,172084
Bom Jesus do Tocantins,2010,176567
Bom Jesus do Tocantins,2011,169293
Bom Jesus do Tocantins,2012,174000
Bom Jesus do Tocantins,2013,184630
Bom Jesus do Tocantins,2014,183657
Bom Jesus do Tocantins,2015,187307
Bom Jesus do Tocantins,2016,194002
Bom Jesus do Tocantins,2017,202037
Bom Jesus do Tocantins,2018,205849
Bom Jesus do Tocantins,2019,201920
Bom Jesus do Tocantins,2020,239038
Bom Jesus do Tocantins,2021,239262
Bom Jesus do Tocantins,2022,250000
Bom Jesus do Tocantins,2023,245000
Bonito,2008,11778
Bonito,2009,13128
Bonito,2010,11524
Bonito,2011,12232
Bonito,2012,10781
Bonito,2013,10458
Bonito,2014,9255
Bonito,2015,9885
Bonito,2016,8483
Bonito,2017,8445
Bonito,2018,7233
Bonito,2019,5826
Bonito,2020,8684
Bonito,2021,9914
Bonito,2022,10248
Bonito,2023,13177
Bragança,2008,10799
Bragança,2009,19282
Bragança,2010,19724
Bragança,2011,18750
Bragança,2012,21511
Bragança,2013,24868
Bragança,2014,25688
Bragança,2015,25676
Bragança,2016,27094
Bragança,2017,29928
Bragança,2018,29403
Bragança,2019,26800
Bragança,2020,31408
Bragança,2021,37572
Bragança,2022,43133
Bragança,2023,45630
Brasil Novo,2008,219847
Brasil Novo,2009,222722
Brasil Novo,2010,206099
Brasil Novo,2011,211000
Brasil Novo,2012,217881
Brasil Novo,2013,235712
Brasil Novo,2014,241027
Brasil Novo,2015,233652
Brasil Novo,2016,240470
Brasil Novo,2017,223901
Brasil Novo,2018,230385
Brasil Novo,2019,239470
Brasil Novo,2020,265137
Brasil Novo,2021,289288
Brasil Novo,2022,319521
Brasil Novo,2023,308639
Brejo Grande do Araguaia,2008,89600
Brejo Grande do Araguaia,2009,80000
Brejo Grande do Araguaia,2010,79245
Brejo Grande do Araguaia,2011,86300
Brejo Grande do Araguaia,2012,77600
Brejo Grande do Araguaia,2013,76000
Brejo Grande do Araguaia,2014,82000
Brejo Grande do Araguaia,2015,89000
Brejo Grande do Araguaia,2016,109265
Brejo Grande do Araguaia,2017,104940
Brejo Grande do Araguaia,2018,104848
Brejo Grande do Araguaia,2019,112494
Brejo Grande do Araguaia,2020,120140
Brejo Grande do Araguaia,2021,130890
Brejo Grande do Araguaia,2022,132000
Brejo Grande do Araguaia,2023,135000
Breu Branco,2008,154338
Breu Branco,2009,162054
Breu Branco,2010,170156
Breu Branco,2011,129279
Breu Branco,2012,140792
Breu Branco,2013,155698
Breu Branco,2014,161663
Breu Branco,2015,153350
Breu Branco,2016,151332
Breu Branco,2017,160300
Breu Branco,2018,152371
Breu Branco,2019,132844
Breu Branco,2020,165653
Breu Branco,2021,183660
Breu Branco,2022,200290
Breu Branco,2023,200577
Breves,2008,2025
Breves,2009,2032
Breves,2010,2102
Breves,2011,2124
Breves,2012,2360
Breves,2013,2426
Breves,2014,2294
Breves,2015,2423
Breves,2016,2215
Breves,2017,2114
Breves,2018,2008
Breves,2019,1985
Breves,2020,1590
Breves,2021,1230
Breves,2022,1100
Breves,2023,920
Bujaru,2008,9700
Bujaru,2009,6200
Bujaru,2010,6266
Bujaru,2011,6993
Bujaru,2012,4661
Bujaru,2013,4850
Bujaru,2014,6482
Bujaru,2015,8229
Bujaru,2016,6614
Bujaru,2017,6145
Bujaru,2018,7207
Bujaru,2019,7717
Bujaru,2020,6516
Bujaru,2021,6823
Bujaru,2022,6115
Bujaru,2023,5939
Cachoeira do Arari,2008,48966
Cachoeira do Arari,2009,49211
Cachoeira do Arari,2010,49457
Cachoeira do Arari,2011,50940
Cachoeira do Arari,2012,43281
Cachoeira do Arari,2013,6254
Cachoeira do Arari,2014,41295
Cachoeira do Arari,2015,34830
Cachoeira do Arari,2016,36540
Cachoeira do Arari,2017,29845
Cachoeira do Arari,2018,37560
Cachoeira do Arari,2019,42123
Cachoeira do Arari,2020,41600
Cachoeira do Arari,2021,43400
Cachoeira do Arari,2022,44590
Cachoeira do Arari,2023,46100
Cachoeira do Piriá,2008,37460
Cachoeira do Piriá,2009,40373
Cachoeira do Piriá,2010,39440
Cachoeira do Piriá,2011,39995
Cachoeira do Piriá,2012,41976
Cachoeira do Piriá,2013,46519
Cachoeira do Piriá,2014,46341
Cachoeira do Piriá,2015,47169
Cachoeira do Piriá,2016,48587
Cachoeira do Piriá,2017,49848
Cachoeira do Piriá,2018,50200
Cachoeira do Piriá,2019,45567
Cachoeira do Piriá,2020,47265
Cachoeira do Piriá,2021,48857
Cachoeira do Piriá,2022,52091
Cachoeira do Piriá,2023,55189
Cametá,2008,1626
Cametá,2009,1707
Cametá,2010,1792
Cametá,2011,1881
Cametá,2012,450
Cametá,2013,413
Cametá,2014,501
Cametá,2015,980
Cametá,2016,564
Cametá,2017,493
Cametá,2018,460
Cametá,2019,409
Cametá,2020,448
Cametá,2021,450
Cametá,2022,507
Cametá,2023,2830
Canaã dos Carajás,2008,230500
Canaã dos Carajás,2009,160000
Canaã dos Carajás,2010,181000
Canaã dos Carajás,2011,175000
Canaã dos Carajás,2012,180000
Canaã dos Carajás,2013,190000
Canaã dos Carajás,2014,200000
Canaã dos Carajás,2015,205000
Canaã dos Carajás,2016,225289
Canaã dos Carajás,2017,212903
Canaã dos Carajás,2018,221436
Canaã dos Carajás,2019,243300
Canaã dos Carajás,2020,213860
Canaã dos Carajás,2021,224547
Canaã dos Carajás,2022,230000
Canaã dos Carajás,2023,228000
Capanema,2008,25978
Capanema,2009,25963
Capanema,2010,24593
Capanema,2011,25651
Capanema,2012,27397
Capanema,2013,26908
Capanema,2014,27498
Capanema,2015,27268
Capanema,2016,26588
Capanema,2017,25495
Capanema,2018,24319
Capanema,2019,23985
Capanema,2020,23072
Capanema,2021,24966
Capanema,2022,27590
Capanema,2023,28231
Capitão Poço,2008,64435
Capitão Poço,2009,62570
Capitão Poço,2010,63662
Capitão Poço,2011,67693
Capitão Poço,2012,67287
Capitão Poço,2013,68854
Capitão Poço,2014,79697
Capitão Poço,2015,80075
Capitão Poço,2016,73979
Capitão Poço,2017,69200
Capitão Poço,2018,72134
Capitão Poço,2019,78377
Capitão Poço,2020,87672
Capitão Poço,2021,106921
Capitão Poço,2022,112153
Capitão Poço,2023,116727
Castanhal,2008,25500
Castanhal,2009,26778
Castanhal,2010,26784
Castanhal,2011,27400
Castanhal,2012,30936
Castanhal,2013,31830
Castanhal,2014,27346
Castanhal,2015,30792
Castanhal,2016,31245
Castanhal,2017,18000
Castanhal,2018,35360
Castanhal,2019,35398
Castanhal,2020,34185
Castanhal,2021,36446
Castanhal,2022,36581
Castanhal,2023,42960
Chaves,2008,79000
Chaves,2009,83744
Chaves,2010,91480
Chaves,2011,99000
Chaves,2012,101402
Chaves,2013,73420
Chaves,2014,77567
Chaves,2015,76705
Chaves,2016,67249
Chaves,2017,75771
Chaves,2018,64135
Chaves,2019,66748
Chaves,2020,70485
Chaves,2021,68018
Chaves,2022,65482
Chaves,2023,67456
Colares,2008,500
Colares,2009,103
Colares,2010,130
Colares,2011,157
Colares,2012,129
Colares,2013,123
Colares,2014,139
Colares,2015,386
Colares,2016,223
Colares,2017,412
Colares,2018,508
Colares,2019,560
Colares,2020,383
Colares,2021,665
Colares,2022,784
Colares,2023,1002
Conceição do Araguaia,2008,243397
Conceição do Araguaia,2009,235913
Conceição do Araguaia,2010,258843
Conceição do Araguaia,2011,271975
Conceição do Araguaia,2012,295172
Conceição do Araguaia,2013,307069
Conceição do Araguaia,2014,313561
Conceição do Araguaia,2015,301103
Conceição do Araguaia,2016,288677
Conceição do Araguaia,2017,279313
Conceição do Araguaia,2018,269546
Conceição do Araguaia,2019,256439
Conceição do Araguaia,2020,269218
Conceição do Araguaia,2021,298233
Conceição do Araguaia,2022,320567
Conceição do Araguaia,2023,330962
Concórdia do Pará,2008,20000
Concórdia do Pará,2009,18000
Concórdia do Pará,2010,8926
Concórdia do Pará,2011,9180
Concórdia do Pará,2012,8623
Concórdia do Pará,2013,9705
Concórdia do Pará,2014,9973
Concórdia do Pará,2015,9958
Concórdia do Pará,2016,9839
Concórdia do Pará,2017,9923
Concórdia do Pará,2018,9916
Concórdia do Pará,2019,11877
Concórdia do Pará,2020,12637
Concórdia do Pará,2021,13572
Concórdia do Pará,2022,14569
Concórdia do Pará,2023,14955
Cumaru do Norte,2008,440378
Cumaru do Norte,2009,588925
Cumaru do Norte,2010,638983
Cumaru do Norte,2011,683072
Cumaru do Norte,2012,749278
Cumaru do Norte,2013,821185
Cumaru do Norte,2014,743174
Cumaru do Norte,2015,772554
Cumaru do Norte,2016,808396
Cumaru do Norte,2017,846495
Cumaru do Norte,2018,807787
Cumaru do Norte,2019,750015
Cumaru do Norte,2020,725962
Cumaru do Norte,2021,733564
Cumaru do Norte,2022,739730
Cumaru do Norte,2023,690442
Curionópolis,2008,255300
Curionópolis,2009,256000
Curionópolis,2010,280000
Curionópolis,2011,290000
Curionópolis,2012,246000
Curionópolis,2013,262000
Curionópolis,2014,270000
Curionópolis,2015,265000
Curionópolis,2016,264446
Curionópolis,2017,256321
Curionópolis,2018,253445
Curionópolis,2019,244629
Curionópolis,2020,256300
Curionópolis,2021,257434
Curionópolis,2022,262400
Curionópolis,2023,262700
Curralinho,2008,164
Curralinho,2009,153
Curralinho,2010,150
Curralinho,2011,160
Curralinho,2012,190
Curralinho,2013,203
Curralinho,2014,210
Curralinho,2015,236
Curralinho,2016,242
Curralinho,2017,230
Curralinho,2018,220
Curralinho,2019,205
Curralinho,2020,168
Curralinho,2021,115
Curralinho,2022,50
Curralinho,2023,45
Curuá,2008,28286
Curuá,2009,26020
Curuá,2010,32647
Curuá,2011,34034
Curuá,2012,32109
Curuá,2013,32181
Curuá,2014,34433
Curuá,2015,37187
Curuá,2016,37148
Curuá,2017,44068
Curuá,2018,44924
Curuá,2019,42411
Curuá,2020,45382
Curuá,2021,45914
Curuá,2022,49563
Curuá,2023,49181
Curuçá,2008,1652
Curuçá,2009,1720
Curuçá,2010,1595
Curuçá,2011,1435
Curuçá,2012,1328
Curuçá,2013,1720
Curuçá,2014,1485
Curuçá,2015,1504
Curuçá,2016,1372
Curuçá,2017,220
Curuçá,2018,1709
Curuçá,2019,2115
Curuçá,2020,2825
Curuçá,2021,3395
Curuçá,2022,4027
Curuçá,2023,2980
Dom Eliseu,2008,134457
Dom Eliseu,2009,122018
Dom Eliseu,2010,106315
Dom Eliseu,2011,105634
Dom Eliseu,2012,102980
Dom Eliseu,2013,102064
Dom Eliseu,2014,90765
Dom Eliseu,2015,88426
Dom Eliseu,2016,66838
Dom Eliseu,2017,57562
Dom Eliseu,2018,58727
Dom Eliseu,2019,62315
Dom Eliseu,2020,65970
Dom Eliseu,2021,86915
Dom Eliseu,2022,85123
Dom Eliseu,2023,88704
Eldorado do Carajás,2008,250600
Eldorado do Carajás,2009,210000
Eldorado do Carajás,2010,230000
Eldorado do Carajás,2011,234000
Eldorado do Carajás,2012,194000
Eldorado do Carajás,2013,220000
Eldorado do Carajás,2014,266000
Eldorado do Carajás,2015,300000
Eldorado do Carajás,2016,321322
Eldorado do Carajás,2017,339704
Eldorado do Carajás,2018,317482
Eldorado do Carajás,2019,342780
Eldorado do Carajás,2020,375000
Eldorado do Carajás,2021,399164
Eldorado do Carajás,2022,415000
Eldorado do Carajás,2023,417000
Faro,2008,9226
Faro,2009,7934
Faro,2010,7457
Faro,2011,871
Faro,2012,1019
Faro,2013,12149
Faro,2014,10966
Faro,2015,11318
Faro,2016,12109
Faro,2017,13102
Faro,2018,9757
Faro,2019,10635
Faro,2020,7118
Faro,2021,2759
Faro,2022,1702
Faro,2023,4491
Floresta do Araguaia,2008,147292
Floresta do Araguaia,2009,146094
Floresta do Araguaia,2010,152702
Floresta do Araguaia,2011,157068
Floresta do Araguaia,2012,166237
Floresta do Araguaia,2013,168494
Floresta do Araguaia,2014,182039
Floresta do Araguaia,2015,186621
Floresta do Araguaia,2016,180742
Floresta do Araguaia,2017,183236
Floresta do Araguaia,2018,176557
Floresta do Araguaia,2019,173898
Floresta do Araguaia,2020,193014
Floresta do Araguaia,2021,208454
Floresta do Araguaia,2022,241447
Floresta do Araguaia,2023,248613
Garrafão do Norte,2008,41844
Garrafão do Norte,2009,41376
Garrafão do Norte,2010,42384
Garrafão do Norte,2011,44079
Garrafão do Norte,2012,48946
Garrafão do Norte,2013,50325
Garrafão do Norte,2014,55324
Garrafão do Norte,2015,56117
Garrafão do Norte,2016,57520
Garrafão do Norte,2017,56680
Garrafão do Norte,2018,53125
Garrafão do Norte,2019,48555
Garrafão do Norte,2020,57972
Garrafão do Norte,2021,65689
Garrafão do Norte,2022,69332
Garrafão do Norte,2023,67875
Goianésia do Pará,2008,187380
Goianésia do Pará,2009,136850
Goianésia do Pará,2010,131600
Goianésia do Pará,2011,262091
Goianésia do Pará,2012,212152
Goianésia do Pará,2013,236237
Goianésia do Pará,2014,260724
Goianésia do Pará,2015,250730
Goianésia do Pará,2016,247493
Goianésia do Pará,2017,180000
Goianésia do Pará,2018,226500
Goianésia do Pará,2019,241437
Goianésia do Pará,2020,268537
Goianésia do Pará,2021,313412
Goianésia do Pará,2022,333315
Goianésia do Pará,2023,314499
Gurupá,2008,4706
Gurupá,2009,4940
Gurupá,2010,5138
Gurupá,2011,5344
Gurupá,2012,5557
Gurupá,2013,23
Gurupá,2014,1444
Gurupá,2015,1608
Gurupá,2016,1266
Gurupá,2017,1419
Gurupá,2018,1107
Gurupá,2019,1150
Gurupá,2020,1122
